sentence_id,doc_id,sentence_text,vote_count_boilerplate,vote_count_substantive,is_disagreement,judge_label_gpt5_4_mini,judge_label_sonnet4_6,judge_label_qwen3_4b,judge_reason_gpt5_4_mini,judge_reason_sonnet4_6,judge_reason_qwen3_4b,audit_override_label,audit_note,audit_judge_signature
37618,JPM_Q1-2024,I have a bigger-picture question in terms of you're so good in spelling out where you're overearning.,1,2,True,substantive,substantive,boilerplate,Business-related question about overearning.,"Analyst question referencing a specific business topic (areas of overearning), making it a substantive Q&A inquiry.",Question about spelling out overearning (non-specific business content),,,97b0d184f0de48d6a9320516c2098834525789a4
4093,AVGO_Q1-2025,"In this era or this current era of geopolitical tensions and fairly dramatic actions all around by governments, there's always some concern at the back of everybody's mind.",1,2,True,substantive,substantive,boilerplate,Comments on geopolitical risk and concern.,"Commentary on geopolitical tensions as a business risk concern, reflecting management's view on the macro environment.",Generic statement about geopolitical tensions without specific business impact or action,,,97b0d184f0de48d6a9320516c2098834525789a4
26450,GS_Q2-2024,There are always exogenous factors that affect corporate activity and institutional client activity.,1,2,True,substantive,substantive,boilerplate,Business-related commentary on factors affecting activity.,"Discusses risk factors (exogenous factors) affecting corporate and institutional client activity, substantive risk commentary.",Generic statement about external factors without specific business implications,,,97b0d184f0de48d6a9320516c2098834525789a4
37995,JPM_Q1-2025,"If they don't, the Fed will have to intermediate, which I think is just a bad policy idea that every time there's a kerfuffle in the markets, the Fed has to come in and intermediate.",1,2,True,substantive,substantive,boilerplate,Offers a policy opinion tied to market conditions.,Expresses a view on Fed policy and market intervention — substantive risk/macro commentary reflecting management's perspective.,Commentary on Fed policy is not business-specific; refers to external economic factors without material business content,,,97b0d184f0de48d6a9320516c2098834525789a4
26415,GS_Q2-2024,"Analysts - Senior Equity Research Analyst In terms of your on-balance sheet investments, you continue to make progress in reducing that this quarter.",1,2,True,substantive,substantive,boilerplate,Analyst question about reducing on-balance sheet investments.,"References the company's progress in reducing on-balance sheet investments this quarter, a material financial topic raised in Q&A.","Analyst introduction and generic statement about on-balance sheet investments, per boilerplate rules.",,,97b0d184f0de48d6a9320516c2098834525789a4
7746,BLK_Q1-2026,"What I will say is that at BlackRock, we have a long-standing and continuously growing partnership with NASDAQ.",1,2,True,boilerplate,substantive,substantive,Generic partnership statement without material detail.,"Describes a long-standing and growing strategic partnership with NASDAQ, which is material business relationship commentary.","Highlights partnership with NASDAQ as a long-standing, growing business relationship",substantive,,97b0d184f0de48d6a9320516c2098834525789a4
34502,JNJ_Q2-2024,And so we've got a lot of reasons to believe.,2,1,True,substantive,boilerplate,boilerplate,Expresses a business-related outlook and confidence.,Vague filler sentence with no specific business content or claim.,Pronoun-heavy sentence without clear business content reference,substantive,,97b0d184f0de48d6a9320516c2098834525789a4
43299,NKE_Q2-2026,"Global football, soccer, we're seeing growth there.",1,2,True,substantive,substantive,boilerplate,Mentions growth in a specific business segment.,Reports growth in a specific product category (global football/soccer).,Non-business context (football/soccer) with no material business content,,,97b0d184f0de48d6a9320516c2098834525789a4
27035,GS_Q3-2024,"There's been digitization, there's been change.",1,2,True,substantive,substantive,boilerplate,Comments on business digitization and change.,"References business environment changes (digitization, change) as contextual commentary on market conditions.",Vague statement without specific business context,,,97b0d184f0de48d6a9320516c2098834525789a4
48320,NVDA_Q4-2025,Let me turn to the outlook in the first quarter.,0,3,False,substantive,substantive,substantive,Introduces discussion of first-quarter outlook.,Transition sentence that explicitly names the specific business topic being introduced: Q1 outlook.,Transition sentence previewing Q1 outlook topic,,,97b0d184f0de48d6a9320516c2098834525789a4
55028,WFC_Q4-2023,"But as we said, we expect buybacks to be bigger than last year.",0,3,False,substantive,substantive,substantive,Gives guidance on expected buyback size.,Forward-looking guidance that buybacks are expected to exceed prior year levels.,"States expectation for buybacks to be larger than last year, a specific financial commitment.",,,97b0d184f0de48d6a9320516c2098834525789a4
21890,FDX_Q2-2025,The next question will come from Bruce Chan with Stifel.,3,0,False,boilerplate,boilerplate,boilerplate,Analyst/question handoff.,Analyst name introduction.,Analyst name intro (boilerplate per edge-case rules),,,97b0d184f0de48d6a9320516c2098834525789a4
48285,NVDA_Q4-2025,The first Stargate data centers will use Spectrum-X.,0,3,False,substantive,substantive,substantive,Describes a specific product choice for data centers.,Identifies a specific product (Spectrum-X) being used in the first Stargate data centers — operational/strategic detail.,Specific product launch detail (Spectrum-X) for data centers,,,97b0d184f0de48d6a9320516c2098834525789a4
8184,BLK_Q2-2024,There are some clients who were sitting way excess -- too much cash and they're obviously paying for that.,0,3,False,substantive,substantive,substantive,Comments on client cash balances and pricing impact.,"Commentary on client cash positioning and its financial implications, relevant to business conditions.",Clients paying for excess cash,,,97b0d184f0de48d6a9320516c2098834525789a4
9300,BLK_Q3-2025,"I was hoping you could talk about your ambitions and steps that you're taking there, including how you might go about tokenizing ETFs.",0,3,False,substantive,substantive,substantive,Asks about business ambitions and tokenizing ETFs.,"Business-related question about strategy, ambitions, and tokenizing ETFs.",Asks about future ambitions and tokenizing ETFs strategy,,,97b0d184f0de48d6a9320516c2098834525789a4
47206,NVDA_Q3-2025,And that fundamental shift from coding to machine learning is widespread at this point.,0,3,False,substantive,substantive,substantive,States a market/technology trend.,"Describes a widespread industry shift from coding to machine learning, a substantive market/technology trend observation.",Describes fundamental shift in technology affecting business operations,,,97b0d184f0de48d6a9320516c2098834525789a4
37533,JPM_Q1-2024,"Embedded in your question, I think, is a little bit of the what are you thinking about the 17% CET1 in light of the current level of capital and so on.",0,3,False,substantive,substantive,substantive,Addresses capital ratio and capital levels.,"Addresses the 17% CET1 capital level and its implications, a substantive capital discussion.",References specific capital metric (17% CET1) and industry context,,,97b0d184f0de48d6a9320516c2098834525789a4
54526,WFC_Q3-2025,And could -- does it factor in that you could reach the high 50s as you focus on the efficiency opportunity that you discussed earlier on the call?,0,3,False,substantive,substantive,substantive,Asks about margins and efficiency opportunity.,"Analyst question about whether high-50s efficiency ratio is achievable, a substantive business/financial question.",Question about efficiency opportunity with reference to prior call discussion shows strategic focus,,,97b0d184f0de48d6a9320516c2098834525789a4
216,AMD_Q1-2024,"Or in fact, has that maybe strengthened rather than gone down in recent periods because I keep getting questions about it?",0,3,False,substantive,substantive,substantive,Business-related question about a trend.,"Analyst question about whether a specific business factor has strengthened or weakened, referencing ongoing investor interest.",Refers to recent business trends with concrete questions,,,97b0d184f0de48d6a9320516c2098834525789a4
44960,NKE_Q4-2025,"Leading today's call is Paul Trussell, VP of Corporate Finance and Treasurer.",3,0,False,boilerplate,boilerplate,boilerplate,Speaker introduction.,Speaker introduction identifying the call leader.,Analyst/speaker introduction,,,97b0d184f0de48d6a9320516c2098834525789a4
45924,NVDA_Q1-2026,Export restrictions have spurred China's innovation and scale.,0,3,False,substantive,substantive,substantive,Business commentary on China and innovation.,Makes a specific claim about geopolitical/competitive dynamics affecting China's innovation and scale.,"Discusses impact of export restrictions on China's innovation and scale, a business-specific market condition.",,,97b0d184f0de48d6a9320516c2098834525789a4
9040,BLK_Q3-2024,I do believe the utilization of assets are going to become more and more of a reality worldwide.,0,3,False,substantive,substantive,substantive,Gives a view on asset utilization trends worldwide.,Forward-looking view on asset utilization as a global trend.,Statement about asset utilization becoming reality globally,,,97b0d184f0de48d6a9320516c2098834525789a4
53529,WFC_Q2-2025,"But again, the way we're thinking about it is we want to first use the capital that we have to grow the company organically.",0,3,False,substantive,substantive,substantive,States capital allocation priority and organic growth plan.,States the company's capital allocation priority of using available capital for organic growth first.,Discusses capital allocation strategy for organic growth,,,97b0d184f0de48d6a9320516c2098834525789a4
1315,AMD_Q2-2025,"And in AI, we are seeing strong adoption of our MI350 series and ROCm 7 as we deliver leadership performance and TCO advantages across a broader range of workloads and ramp deployments with an expanded set of cloud and enterprise customers.",0,3,False,substantive,substantive,substantive,"Describes AI adoption, product performance, and customer ramp.","Describes strong adoption of MI350 series and ROCm 7, performance advantages, and expanding cloud/enterprise customer deployments in AI.",Product adoption and performance metrics with customer impact,,,97b0d184f0de48d6a9320516c2098834525789a4
49668,PLTR_Q2-2024,"The CDAO Open DAGIR contract also enables defense tech companies, traditional contractors and government developers to leverage Apollo in the Ontology software development kit, OSDK, to develop applications and integrations on top of Maven, all powered by Palantir's Mission Manager.",0,3,False,substantive,substantive,substantive,Describes a product capability and customer use case.,Describes specific product capabilities and contract details related to Palantir's software and government contracts.,Technical contract details for defense tech applications,,,97b0d184f0de48d6a9320516c2098834525789a4
32807,INTC_Q4-2025,"Another early indicator, I think, of success in the foundry is going to be advanced packaging.",0,3,False,substantive,substantive,substantive,Identifies advanced packaging as a success indicator for foundry.,Identifies advanced packaging as an early success indicator for the foundry business — substantive strategic/operational commentary.,Indicates business success through advanced packaging,,,97b0d184f0de48d6a9320516c2098834525789a4
32717,INTC_Q4-2025,"First, from a revenue perspective, we expect our factory network to improve available supply beginning in Q2 and for each of the remaining quarters in 2026.",0,3,False,substantive,substantive,substantive,Gives a revenue and supply outlook.,"Provides forward-looking guidance on factory network supply improvements beginning Q2 2026 through remaining quarters, which is material operational and revenue guidance.",Future revenue strategy with specific timeline,,,97b0d184f0de48d6a9320516c2098834525789a4
2852,AMD_Q4-2024,"Like El Capitan, Hunter will be used for both foundational scientific research and advanced AI projects, including training LLMs in 24 different European languages.",0,3,False,substantive,substantive,substantive,Describes specific use of Hunter for research and AI.,Describes specific use cases for Hunter system including scientific research and AI/LLM projects in European languages.,Specific mention of AI projects and language training,,,97b0d184f0de48d6a9320516c2098834525789a4
52163,WFC_Q1-2024,It is still a reputational overhang for us.,0,3,False,substantive,substantive,substantive,States a business risk and its effect.,"States that something remains a reputational overhang for the company, a substantive risk/performance assessment.",Identifies reputational risk as business impact,,,97b0d184f0de48d6a9320516c2098834525789a4
33791,JNJ_Q1-2025,And they're seeing the efficacy profile to be quite compelling compared to the other therapies that are in the market.,0,3,False,substantive,substantive,substantive,Discusses efficacy versus competing therapies.,Commentary on efficacy profile and competitive positioning of a therapy relative to market alternatives.,Efficacy profile comparison to therapies indicates product market assessment,,,97b0d184f0de48d6a9320516c2098834525789a4
27397,GS_Q3-2025,Management and other fees were up 12% year-over-year to a record $2.9 billion on higher average assets under supervision.,0,3,False,substantive,substantive,substantive,Gives fee growth and revenue figures.,Reports specific financial metrics: management and other fees up 12% YoY to a record $2.9 billion driven by higher AUS.,Reports specific financial metric with year-over-year change,,,97b0d184f0de48d6a9320516c2098834525789a4
44354,NKE_Q3-2026,"I came back to help return this company to greatness and to build it the right way for the long term, to protect what has always made NIKE special and to modernize it for a new generation of athletes and consumers.",0,3,False,substantive,substantive,substantive,States management's long-term business goals and strategy.,"CEO states strategic intent to return company to greatness, protect brand identity, and modernize for new consumers — substantive strategic commitment.",Commitment to return company to greatness and modernize for long-term strategy,,,97b0d184f0de48d6a9320516c2098834525789a4
15161,C_Q4-2024,We implemented a cloud-based solution for risk analytics to better value trading assets.,0,3,False,substantive,substantive,substantive,Describes a specific operational implementation.,Describes a specific operational action: implementing a cloud-based risk analytics solution.,Describes specific action (implemented cloud-based solution) for business purpose (risk analytics),,,97b0d184f0de48d6a9320516c2098834525789a4
45582,NVDA_Q1-2025,"Will people wait for those new products, which would be a good product to have?",0,3,False,substantive,substantive,substantive,"Asks about demand for new products, a business topic.",Business question about customer demand behavior and product cycle impact.,Question about new products' market reception,,,97b0d184f0de48d6a9320516c2098834525789a4
44872,NKE_Q4-2024,Analysts - Senior Managing Director of Equities Thanks for all the details as we look out to '25.,3,0,False,boilerplate,boilerplate,boilerplate,Analyst introduction and thanks.,"Generic thanks and transition language from an analyst, no business content.",Analyst intro boilerplate,,,97b0d184f0de48d6a9320516c2098834525789a4
14343,C_Q3-2025,I think one of the things I point to everyone is the advantage of our strategy.,0,3,False,substantive,substantive,substantive,Comments on the company’s strategy.,"References the company's strategy as a competitive advantage, conveying a business-related assessment.",Strategy advantage assessment,,,97b0d184f0de48d6a9320516c2098834525789a4
53549,WFC_Q2-2025,You're going to see more local advertising as well as national advertising as well as just expansion of footprint in areas where we think we have room to grow.,0,3,False,substantive,substantive,substantive,Discusses planned advertising and footprint expansion.,Describes forward-looking plans for advertising and footprint expansion strategy.,Details advertising expansion strategy: local/national advertising and footprint growth in high-potential areas,,,97b0d184f0de48d6a9320516c2098834525789a4
3026,AMD_Q4-2024,"And then as we get into MI400 series, we see significant traction and excitement around what we can do there with rack-scale designs, and just the innovation that's going on there.",0,3,False,substantive,substantive,substantive,"Discusses traction, excitement, and product roadmap.","Discusses MI400 series traction, rack-scale designs, and product innovation strategy.",Discusses product traction and innovation with specific technical details,,,97b0d184f0de48d6a9320516c2098834525789a4
3716,AVGO_Q1-2024,And how should we be thinking about the growth of the core business in VMware as we go through the year?,0,3,False,substantive,substantive,substantive,Asks about core business growth outlook.,Business question about VMware core business growth trajectory through the year.,"Inquires about core business growth trajectory in VMware, a strategic business question",,,97b0d184f0de48d6a9320516c2098834525789a4
30009,INTC_Q2-2024,"To help accelerate our Foundry services business, Kevin has led large Foundry and established businesses outside Intel and is a great addition to our leadership team.",0,3,False,substantive,substantive,substantive,Discusses leadership and the Foundry services business.,"Describes Kevin's role in accelerating the Foundry services business and his qualifications, a strategic personnel and business commentary.",Highlights leadership action (Kevin leading Foundry services) with business impact,,,97b0d184f0de48d6a9320516c2098834525789a4
29871,INTC_Q1-2025,We are off to a relatively strong start.,0,3,False,substantive,substantive,substantive,Comments on business performance start.,"High-level performance assessment indicating a relatively strong start, which conveys management's view on business progress.",High-level performance statement about strong start,,,97b0d184f0de48d6a9320516c2098834525789a4
843,AMD_Q2-2024,We will refer primarily to non-GAAP financial measures during today's call.,3,0,False,boilerplate,boilerplate,boilerplate,Methodology/disclosure about financial measures.,Standard disclaimer about use of non-GAAP measures during the call.,Generic statement about non-GAAP measures without business context,,,97b0d184f0de48d6a9320516c2098834525789a4
5127,AVGO_Q2-2025,And then my other clarification is that I think you talked about networking being about 40% of the mix within AI.,0,3,False,substantive,substantive,substantive,Clarifies a business mix estimate within AI.,References a specific business metric—networking being ~40% of AI mix—seeking clarification on material segment data.,Specific mention of networking mix in AI with numerical context,,,97b0d184f0de48d6a9320516c2098834525789a4
21022,FDX_Q1-2025,Thank you for attending today's presentation.,3,0,False,boilerplate,boilerplate,boilerplate,Generic thank-you closing.,Generic closing/opening thank-you with no business content.,Standard thank you for attending event,,,97b0d184f0de48d6a9320516c2098834525789a4
813,AMD_Q1-2025,"So I think overall, what we're seeing is that with these new reasoning models, the inferencing is more important.",0,3,False,substantive,substantive,substantive,Provides a view on reasoning models and inferencing importance.,"Provides a business/market observation that new reasoning models are making inferencing more important, relevant to demand and strategy.",Comments on business impact of new reasoning models and inferencing,,,97b0d184f0de48d6a9320516c2098834525789a4
50360,PLTR_Q3-2024,"We believe that by investing, and we know at this point, instead of trying to have 10,000 clients, all of whom hate you, this is kind of what people want, 10,000 clients that hate you, but they can't get rid of your product, we want a smaller number of the world's best partners that, quite frankly, are dominating with our product.",0,3,False,substantive,substantive,substantive,Discusses partner strategy and customer focus.,Describes the company's strategic philosophy on partner selection and go-to-market approach — substantive strategy commentary.,Discusses strategic client acquisition strategy and product dominance,,,97b0d184f0de48d6a9320516c2098834525789a4
30870,INTC_Q3-2024,We continue to focus on our core x86 franchise and the ecosystems we have developed over 40-plus years of investing.,0,3,False,substantive,substantive,substantive,Describes strategic focus on the core franchise.,"States ongoing strategic focus on core x86 franchise and ecosystems built over 40+ years, substantive strategy commentary.",Focus on core x86 franchise and 40+ years of investing implies strategic business focus,,,97b0d184f0de48d6a9320516c2098834525789a4
50670,PLTR_Q3-2025,I've been involved in a lot of those directly.,3,0,False,boilerplate,boilerplate,boilerplate,Personal involvement statement without business content.,Vague personal involvement statement with no specific business content.,Pronoun-heavy without clear business context,,,97b0d184f0de48d6a9320516c2098834525789a4
54845,WFC_Q4-2023,That's part of the bargain on the commercial side is you get good competitive betas on the way up and you also get them on the way down.,0,3,False,substantive,substantive,substantive,Explains commercial pricing behavior and betas.,Describes competitive beta dynamics on the commercial side — substantive commentary on pricing/competitive behavior.,"Explains competitive betas on commercial side, relevant to business strategy",,,97b0d184f0de48d6a9320516c2098834525789a4
14352,C_Q3-2025,So we're ready for whatever the environment is and well positioned.,0,3,False,substantive,substantive,substantive,Describes readiness and positioning for the environment.,"Expresses readiness and strong positioning for various market environments, a forward-looking strategic posture statement.",Confidence in market positioning and readiness for environment,,,97b0d184f0de48d6a9320516c2098834525789a4
28543,GS_Q4-2025,"﻿The Goldman Sachs Group, Inc., Q4 2025 Earnings Call, Jan 15, 2026 -",3,0,False,boilerplate,boilerplate,boilerplate,"Call title/header text, not business content.","Call header/title line identifying the company, event, and date — no business content.",Conference call header text,,,97b0d184f0de48d6a9320516c2098834525789a4
33549,JNJ_Q1-2025,"The investment community will miss you, but we look forward to seeing you in the lead finance role for innovative medicine.",0,3,False,substantive,substantive,substantive,Specific praise and role transition tied to finance leadership.,"Specific praise referencing a person's transition to a concrete new role (lead finance for innovative medicine), conveying a business-relevant personnel change.",Specific commitment to lead finance role for innovative medicine,,,97b0d184f0de48d6a9320516c2098834525789a4
19622,FAST_Q4-2023,"And then just on the points that, are you seeing pocket competition on Onsite?",0,3,False,substantive,substantive,substantive,Business-related question about competition on Onsite.,Business-related Q&A question asking about competitive dynamics specifically in the Onsite segment.,Asks about competitive dynamics in Onsite market,,,97b0d184f0de48d6a9320516c2098834525789a4
6669,BLK_Q1-2024,I believe it will be in one day the most used investment strategy in defined contribution plans.,0,3,False,substantive,substantive,substantive,Makes a business prediction about investment strategy.,Forward-looking view on an investment strategy becoming dominant in defined contribution plans.,Discusses investment strategy with business implications,,,97b0d184f0de48d6a9320516c2098834525789a4
54145,WFC_Q3-2025,"In the fourth quarter of 2020, our ROTCE was 8%, and we wanted to put a stake in the ground by setting what we thought was an achievable higher return goal of 15%.",0,3,False,substantive,substantive,substantive,States a financial goal and rationale.,Cites specific ROTCE of 8% in Q4 2020 and the decision to set a 15% return target — historical financial metric and strategic commitment.,States specific financial metric (ROTCE) and future return goal with context,,,97b0d184f0de48d6a9320516c2098834525789a4
15264,C_Q4-2024,"USPB generated another quarter of positive operating leverage and delivered net income of $392 million and $1.4 billion for the year, and delivered an RoTCE of 6.2% and 5.5% for the year.",0,3,False,substantive,substantive,substantive,"Reports operating leverage, income, and RoTCE results.",Reports specific financial results for USPB: net income of $392M/$1.4B and RoTCE of 6.2%/5.5%.,Provides specific financial results and metrics,,,97b0d184f0de48d6a9320516c2098834525789a4
12483,C_Q2-2024,"So assuming that, that goes into effect for this year, that will have an impact and it's in the forecast.",0,3,False,substantive,substantive,substantive,Mentions a forecast impact from a policy assumption.,"References a specific policy going into effect, its financial impact, and its inclusion in the forecast.",Confirms impact of policy change on forecast,,,97b0d184f0de48d6a9320516c2098834525789a4
14131,C_Q3-2025,Question and Answer Operator Message [Operator Instructions] Our first question will come from Mike Mayo with Wells Fargo.,3,0,False,boilerplate,boilerplate,boilerplate,Operator message and analyst introduction.,Operator instructions and analyst introduction for Q&A session.,Operator instructions for Q&A session,,,97b0d184f0de48d6a9320516c2098834525789a4
30091,INTC_Q2-2024,Revenue remains below consumption as inventory positions tied to previous supply constraints are worked down.,0,3,False,substantive,substantive,substantive,Explains revenue being below consumption due to inventory workdown.,Explains revenue lag relative to consumption due to inventory drawdown from prior supply constraints — material operational and revenue commentary.,"Describes revenue performance relative to consumption and inventory positions, indicating business condition",,,97b0d184f0de48d6a9320516c2098834525789a4
49231,PLTR_Q1-2024,"So I expect as we get better and better at that, our numbers will increase.",0,3,False,substantive,substantive,substantive,Gives a performance expectation tied to execution.,Forward-looking statement expressing expectation that improving execution will increase business numbers.,Future expectation tied to business performance,,,97b0d184f0de48d6a9320516c2098834525789a4
55029,WFC_Q4-2023,"And the level -- assuming that nothing significant happens in the macro environment, the level that we're at is higher than we need to be.",0,3,False,substantive,substantive,substantive,Discusses current business level relative to needs and macro risk.,"States a view on current capital/reserve levels relative to macro environment, implying future adjustment.",Macro environment assumption and target level discussion,,,97b0d184f0de48d6a9320516c2098834525789a4
34544,JNJ_Q2-2024,I think what's really most important is to go back to the guidance that we provided at the EBR last year in November.,0,3,False,substantive,substantive,substantive,Refers to prior guidance and business outlook.,References specific prior guidance from EBR in November as key context for current discussion.,"References specific guidance provided at EBR, indicating past business commitment",,,97b0d184f0de48d6a9320516c2098834525789a4
36259,JNJ_Q4-2023,"We'll see data in high-risk localized prostate cancer in 2024 with the addition of Ambrx now, an antibody drug conjugate in this area.",0,3,False,substantive,substantive,substantive,Discusses upcoming clinical data and product area.,Provides specific pipeline data timing and product details (ADC in prostate cancer) for 2024.,Announces upcoming data on prostate cancer treatment,,,97b0d184f0de48d6a9320516c2098834525789a4
20745,FDX_Q1-2025,"For revenue, net of cost, which now includes variable incentive compensation, we expect a $100 million headwind, reflecting our lower revenue projection and the shift in the volume mix dynamic I mentioned earlier.",0,3,False,substantive,substantive,substantive,Provides revenue and headwind guidance.,Provides specific financial guidance: $100 million revenue headwind tied to lower revenue projection and volume mix shift.,Quantifies revenue headwind with specific $100M impact (financial metric),,,97b0d184f0de48d6a9320516c2098834525789a4
285,AMD_Q1-2024,"And as it relates to the overall system integration, it is quite important.",0,3,False,substantive,substantive,substantive,States a view on system integration importance.,"Asserts that overall system integration is quite important, conveying a strategic or operational view on a specific business matter.",System integration importance tied to business operations,,,97b0d184f0de48d6a9320516c2098834525789a4
38273,JPM_Q1-2026,This persistent miscalibration of the U.S. surcharge is obviously bad for international competitiveness.,0,3,False,substantive,substantive,substantive,States a business impact on competitiveness.,"Asserts that U.S. surcharge miscalibration harms international competitiveness, a substantive risk/policy commentary.",Specific business impact on international competitiveness,,,97b0d184f0de48d6a9320516c2098834525789a4
53605,WFC_Q2-2025,"And so I'd say, overall, the trends are -- ex markets are pretty stable to what we've seen over the last couple of quarters and largely consistent with what we've expected to see with a few puts and takes across the different portfolios.",0,3,False,substantive,substantive,substantive,Comments on portfolio trends and market stability.,"Describes overall trend stability across portfolios relative to prior quarters and expectations, with operational specifics.",Analysis of market trends and portfolio consistency,,,97b0d184f0de48d6a9320516c2098834525789a4
25127,GS_Q1-2024,So that will give you some insight into how that's trending sequentially.,0,3,False,substantive,substantive,substantive,Describes sequential business trend.,"References a sequential trend in a business metric, conveying analytical insight about business performance.",Refers to sequential trends in business performance,,,97b0d184f0de48d6a9320516c2098834525789a4
35192,JNJ_Q3-2024,"Before the impact of the V-Wave acquisition, our outlook for adjusted operational EPS performance is once again increasing.",0,3,False,substantive,substantive,substantive,Provides an earnings outlook excluding an acquisition impact.,"States that adjusted operational EPS outlook is increasing, excluding the V-Wave acquisition impact, which is material financial guidance.",References specific acquisition impact on financial outlook,,,97b0d184f0de48d6a9320516c2098834525789a4
53597,WFC_Q2-2025,"I think when you look under what's happening in the NII ex markets, there's lots of puts and takes across the balance sheet.",0,3,False,substantive,substantive,substantive,Comments on NII drivers and balance sheet factors.,"Discusses NII ex markets dynamics and balance sheet puts and takes, providing substantive financial commentary.",Analyzes NII ex markets with business implications,,,97b0d184f0de48d6a9320516c2098834525789a4
30103,INTC_Q2-2024,We are taking aggressive actions to significantly reduce spending in response.,0,3,False,substantive,substantive,substantive,Describes cost-cutting actions in response to conditions.,"States a concrete strategic decision to aggressively reduce spending in response to conditions, substantive action.",Specific actions to reduce spending in response to market conditions,,,97b0d184f0de48d6a9320516c2098834525789a4
27144,GS_Q3-2024,"For example, anything we should be aware of with regard to either payments on the contract to GM?",0,3,False,substantive,substantive,substantive,Asks about contract payment terms.,"Q&A question asking about specific contract payments to GM, which is a material business/financial inquiry.",Question about contract payments to GM with specific business context,,,97b0d184f0de48d6a9320516c2098834525789a4
54667,WFC_Q4-2023,"The increase was driven by the credit card portfolio, which performed as expected with increased losses driven by recent vintages maturing.",0,3,False,substantive,substantive,substantive,Explains the driver of portfolio losses.,Explains credit card portfolio performance and loss drivers from maturing vintages.,"Mentions credit card portfolio performance and losses from vintages maturing, indicating specific business impact.",,,97b0d184f0de48d6a9320516c2098834525789a4
682,AMD_Q1-2025,"Yes, there are a few puts and takes on the gross margin.",0,3,False,substantive,substantive,substantive,Comments on gross margin drivers.,"Introduces a discussion of specific gross margin factors (puts and takes), previewing material financial content.",Mentions gross margin performance with specific context,,,97b0d184f0de48d6a9320516c2098834525789a4
52748,WFC_Q1-2025,"But you also mentioned in the prepared remarks that the results were impacted by loan spread compression, and obviously, you have tariffs in the background.",0,3,False,substantive,substantive,substantive,References loan spread compression and tariffs affecting results.,"References specific business impacts—loan spread compression and tariffs—affecting results, substantive risk/financial commentary.","Identifies specific factors impacting results (loan spread compression, tariffs) with business context.",,,97b0d184f0de48d6a9320516c2098834525789a4
36485,JNJ_Q4-2024,"In pulmonary hypertension, OPSUMIT grew 2.5%, driven by market growth and share gains, partially offset by inventory dynamics in the U.S. and austerity measures in Europe.",0,3,False,substantive,substantive,substantive,Gives product growth and drivers.,"Provides specific product-level revenue growth (2.5% for OPSUMIT) with drivers including market growth, share gains, inventory dynamics, and European austerity measures.",Specific financial results with drivers and market dynamics,,,97b0d184f0de48d6a9320516c2098834525789a4
47110,NVDA_Q3-2025,Question and Answer Operator Message [Operator Instructions] Your first question comes from the line of C.J.,3,0,False,boilerplate,boilerplate,boilerplate,Operator instruction and question routing.,Operator instructions and analyst introduction for Q&A session.,Operator instructions for Q&A session,,,97b0d184f0de48d6a9320516c2098834525789a4
5551,AVGO_Q3-2025,"Consolidated operating expenses were $2 billion, of which $1.5 billion was research and development.",0,3,False,substantive,substantive,substantive,Reports operating expense and R&D figures.,"Reports specific financial figures: consolidated operating expenses of $2 billion, including $1.5 billion in R&D.",Provides specific financial figures for operating expenses,,,97b0d184f0de48d6a9320516c2098834525789a4
47808,NVDA_Q4-2024,I'd like to remind you that our call is being webcast live on NVIDIA's Investor Relations website.,3,0,False,boilerplate,boilerplate,boilerplate,Webcast/live call disclaimer.,Standard webcast/logistics reminder directing listeners to the IR website.,Webcast disclaimer (standard boilerplate),,,97b0d184f0de48d6a9320516c2098834525789a4
23736,FDX_Q3-2026,"If you look at the margin at FedEx Freight, it's like at a 5-year low.",0,3,False,substantive,substantive,substantive,Comments on margin performance at FedEx Freight.,"Highlights that FedEx Freight margin is at a 5-year low, a material operational and financial observation.",Margin comparison to 5-year low indicates performance metric,,,97b0d184f0de48d6a9320516c2098834525789a4
10871,BLK_Q4-2025,Your next question comes from Alex Blostein with Goldman Sachs.,3,0,False,boilerplate,boilerplate,boilerplate,Analyst handoff/introduction.,Analyst introduction by operator.,Analyst introduction,,,97b0d184f0de48d6a9320516c2098834525789a4
429,AMD_Q1-2025,"And Jean Hu will attend the Bank of America Global Technology Conference on Tuesday, June 3.",3,0,False,boilerplate,boilerplate,boilerplate,Conference attendance announcement.,Announcement of an upcoming investor conference appearance — standard IR logistics/event notice.,Analyst name intro with event detail,,,97b0d184f0de48d6a9320516c2098834525789a4
55471,WFC_Q4-2024,And so -- which is why we spend so much time on that and have the level of investment that we have and put the resources into it.,0,3,False,substantive,substantive,substantive,Explains investment and resource allocation decisions.,Explains rationale for significant investment and resource allocation in a specific area — substantive capital/resource allocation commentary.,Connects investment level to strategic focus on specific market area,,,97b0d184f0de48d6a9320516c2098834525789a4
10615,BLK_Q4-2025,"Total expense increased 19% in 2025, primarily driven by higher compensation, sales, asset and account expense and G&A expense.",0,3,False,substantive,substantive,substantive,Gives expense growth and main cost drivers.,Provides specific financial data on total expense growth and its drivers.,"Quantifies expense increase with specific drivers: compensation, sales, asset, account, G&A",,,97b0d184f0de48d6a9320516c2098834525789a4
